Date,Headphone sound levels(dBASPL)
2021-09-16 12:26:48 - 2021-09-16 12:27:36,104.644
2021-09-16 12:27:36 - 2021-09-16 12:32:18,104.529
2021-09-16 12:32:18 - 2021-09-16 12:32:21,95.189
2021-09-16 12:32:21 - 2021-09-16 12:33:03,98.956
2021-09-16 12:33:03 - 2021-09-16 12:33:09,102.322
2021-09-16 12:33:09 - 2021-09-16 12:40:47,105.948
2021-09-16 12:40:48 - 2021-09-16 12:42:03,102.903
2021-09-16 12:42:03 - 2021-09-16 12:42:09,98.149
2021-09-16 13:20:30 - 2021-09-16 13:25:10,68.773
2021-09-16 13:25:10 - 2021-09-16 13:25:13,71.032
2021-09-16 13:25:13 - 2021-09-16 13:31:38,70.125
2021-09-16 13:31:38 - 2021-09-16 13:31:44,61.487
2021-09-16 13:31:44 - 2021-09-16 13:33:12,60.020
2021-09-16 13:33:12 - 2021-09-16 13:33:30,56.441
2021-09-16 13:33:30 - 2021-09-16 13:33:34,57.976
2021-09-16 18:00:48 - 2021-09-16 18:05:23,103.225
2021-09-16 18:05:23 - 2021-09-16 18:05:29,103.676
2021-09-16 18:05:31 - 2021-09-16 18:05:48,101.511
2021-09-16 18:05:49 - 2021-09-16 18:05:58,101.541
2021-09-16 18:05:58 - 2021-09-16 18:06:13,101.962
2021-09-16 18:06:13 - 2021-09-16 18:07:08,101.985
2021-09-16 18:07:08 - 2021-09-16 18:07:11,100.271
2021-09-16 18:07:11 - 2021-09-16 18:07:26,102.013
2021-09-16 18:07:26 - 2021-09-16 18:08:08,101.465
2021-09-16 18:08:08 - 2021-09-16 18:08:59,101.278
2021-09-16 18:08:59 - 2021-09-16 18:10:12,102.002
2021-09-16 18:10:12 - 2021-09-16 18:10:24,102.024
2021-09-16 18:10:24 - 2021-09-16 18:16:33,102.902
2021-09-16 18:16:33 - 2021-09-16 18:17:03,102.262
2021-09-16 18:17:03 - 2021-09-16 18:22:42,103.723
2021-09-16 18:22:42 - 2021-09-16 18:22:48,93.950
2021-09-16 18:22:48 - 2021-09-16 18:28:28,103.165
2021-09-16 18:28:28 - 2021-09-16 18:28:31,104.630
2021-09-16 18:28:31 - 2021-09-16 18:30:30,104.382
2021-09-16 18:30:30 - 2021-09-16 18:30:39,105.505
2021-09-16 18:30:39 - 2021-09-16 18:38:34,104.011
2021-09-16 20:11:29 - 2021-09-16 20:23:45,52.457
2021-09-16 21:09:34 - 2021-09-16 21:16:26,49.159
2021-09-16 21:16:45 - 2021-09-16 21:17:49,96.696
2021-09-16 21:17:49 - 2021-09-16 21:17:52,98.621
2021-09-16 21:17:52 - 2021-09-16 21:21:24,101.731
2021-09-16 21:21:24 - 2021-09-16 21:21:27,101.233
2021-09-16 21:21:27 - 2021-09-16 21:22:29,102.556
2021-09-16 21:22:29 - 2021-09-16 21:36:36,96.328
2021-09-16 21:54:17 - 2021-09-16 22:14:13,49.493
2021-09-16 22:14:13 - 2021-09-16 22:36:33,48.445
2021-09-16 22:36:33 - 2021-09-16 22:48:15,47.787
2021-09-16 22:48:27 - 2021-09-16 22:48:28,28.648
2021-09-16 22:49:06 - 2021-09-16 22:49:09,41.541
2021-09-16 22:49:25 - 2021-09-16 22:49:37,48.341
2021-09-16 22:50:06 - 2021-09-16 22:51:01,42.967
2021-09-16 22:51:59 - 2021-09-16 22:52:32,47.978
2021-09-17 07:21:53 - 2021-09-17 07:22:55,52.305
2021-09-17 07:23:50 - 2021-09-17 07:23:59,49.037
2021-09-17 07:24:05 - 2021-09-17 07:49:39,49.115
2021-09-17 07:56:28 - 2021-09-17 08:03:05,59.341
2021-09-17 08:03:18 - 2021-09-17 08:03:27,67.401
2021-09-17 08:27:58 - 2021-09-17 08:34:35,74.826
2021-09-17 08:34:35 - 2021-09-17 08:35:02,72.196
2021-09-17 08:35:02 - 2021-09-17 08:35:08,72.929
2021-09-17 08:35:08 - 2021-09-17 08:35:44,72.315
2021-09-17 08:35:44 - 2021-09-17 08:37:34,71.897
2021-09-17 08:37:34 - 2021-09-17 08:38:05,73.220
2021-09-17 08:38:05 - 2021-09-17 08:39:47,74.108
2021-09-17 08:39:47 - 2021-09-17 08:39:50,75.274
2021-09-17 08:39:51,0.000
2021-09-17 08:39:52 - 2021-09-17 08:40:10,74.724
2021-09-17 08:40:10 - 2021-09-17 08:40:28,75.404
2021-09-17 08:40:28 - 2021-09-17 08:41:34,73.762
2021-09-17 08:41:34 - 2021-09-17 08:41:49,73.987
2021-09-17 08:41:49 - 2021-09-17 08:41:52,71.999
2021-09-17 08:41:52 - 2021-09-17 08:48:35,73.570
2021-09-17 08:48:35 - 2021-09-17 08:48:38,70.687
2021-09-17 08:48:38 - 2021-09-17 08:53:18,73.401
2021-09-17 08:53:18 - 2021-09-17 08:53:33,73.988
2021-09-17 08:53:33 - 2021-09-17 08:58:34,74.511
2021-09-17 10:53:53 - 2021-09-17 10:55:21,72.413
2021-09-17 10:56:01 - 2021-09-17 10:59:10,104.033
2021-09-17 10:59:13 - 2021-09-17 11:02:30,103.472
2021-09-17 11:02:30 - 2021-09-17 11:02:42,101.618
2021-09-17 11:02:42 - 2021-09-17 11:02:54,94.966
2021-09-17 11:03:32 - 2021-09-17 11:03:35,92.169
2021-09-17 11:03:35 - 2021-09-17 11:03:43,100.035
2021-09-17 11:03:46 - 2021-09-17 11:11:04,97.644
2021-09-17 11:11:04 - 2021-09-17 11:13:10,68.264
2021-09-17 11:26:09 - 2021-09-17 11:34:13,66.848
2021-09-17 11:35:14 - 2021-09-17 11:36:25,77.504
2021-09-17 11:37:10 - 2021-09-17 11:40:51,77.917
2021-09-17 11:40:51 - 2021-09-17 11:41:18,80.950
2021-09-17 11:41:17 - 2021-09-17 11:41:27,80.501
2021-09-17 11:41:27 - 2021-09-17 11:41:45,79.807
2021-09-17 11:41:45 - 2021-09-17 11:42:15,78.433
2021-09-17 11:42:15 - 2021-09-17 11:42:18,74.627
2021-09-17 11:42:18 - 2021-09-17 11:43:02,67.279
2021-09-17 12:16:11 - 2021-09-17 12:17:43,77.934
2021-09-17 13:45:22 - 2021-09-17 13:48:15,79.405
2021-09-17 17:27:20 - 2021-09-17 17:28:47,100.666
2021-09-17 17:28:49 - 2021-09-17 17:28:51,103.916
2021-09-17 17:28:54 - 2021-09-17 17:45:54,103.704
2021-09-17 17:45:54 - 2021-09-17 17:47:16,104.617
2021-09-17 22:00:42 - 2021-09-17 22:03:59,103.908
2021-09-17 22:03:59 - 2021-09-17 22:05:02,95.766
2021-09-17 22:06:00 - 2021-09-17 22:15:51,96.162
2021-09-17 22:15:51 - 2021-09-17 22:16:09,98.530
2021-09-17 22:16:09 - 2021-09-17 22:16:15,96.082
2021-09-18 06:34:08 - 2021-09-18 06:38:19,69.437
2021-09-18 06:38:19 - 2021-09-18 06:38:49,69.125
2021-09-18 06:38:49 - 2021-09-18 06:38:52,68.676
2021-09-18 06:38:52 - 2021-09-18 06:39:04,70.478
2021-09-18 06:39:04 - 2021-09-18 06:39:07,71.145
2021-09-18 06:39:07 - 2021-09-18 06:39:26,69.361
2021-09-18 06:39:26 - 2021-09-18 06:45:04,63.863
2021-09-18 06:45:23 - 2021-09-18 06:49:42,69.469
2021-09-18 06:49:42 - 2021-09-18 06:49:57,71.169
2021-09-18 06:49:57 - 2021-09-18 06:50:40,68.756
2021-09-18 06:50:40 - 2021-09-18 06:50:43,68.673
2021-09-18 06:50:43 - 2021-09-18 06:57:17,69.650
2021-09-18 06:57:17 - 2021-09-18 06:57:20,65.227
2021-09-18 06:57:20 - 2021-09-18 07:03:00,67.563
2021-09-18 07:03:00 - 2021-09-18 07:03:03,66.778
2021-09-18 07:03:04 - 2021-09-18 07:33:00,69.262
2021-09-18 07:33:00 - 2021-09-18 07:33:37,69.782
2021-09-18 07:33:59 - 2021-09-18 07:58:24,60.903
2021-09-18 07:58:24 - 2021-09-18 07:58:33,59.106
2021-09-18 07:58:33 - 2021-09-18 07:58:57,62.139
2021-09-18 07:58:57 - 2021-09-18 07:59:09,62.381
2021-09-18 07:59:09 - 2021-09-18 07:59:12,62.513
2021-09-18 07:59:12 - 2021-09-18 08:01:43,56.961
2021-09-18 08:01:43 - 2021-09-18 08:02:10,61.651
2021-09-18 08:02:10 - 2021-09-18 08:02:52,59.160
2021-09-18 08:02:52 - 2021-09-18 08:11:43,57.963
2021-09-18 09:32:26 - 2021-09-18 09:50:39,69.470
2021-09-18 13:29:35 - 2021-09-18 13:43:02,106.233
2021-09-18 14:11:55 - 2021-09-18 14:20:37,104.168
2021-09-18 14:37:26 - 2021-09-18 14:43:40,103.218
2021-09-18 15:04:32 - 2021-09-18 15:05:50,70.730
2021-09-18 15:05:50 - 2021-09-18 15:06:11,71.311
2021-09-18 15:06:11 - 2021-09-18 15:21:07,69.477
2021-09-18 15:47:59 - 2021-09-18 15:52:09,35.152
2021-09-18 17:14:21 - 2021-09-18 17:14:45,37.013
2021-09-18 18:44:18 - 2021-09-18 18:45:56,102.278
2021-09-18 18:45:56 - 2021-09-18 18:46:23,103.966
2021-09-18 18:46:23 - 2021-09-18 18:49:57,105.515
2021-09-18 18:49:57 - 2021-09-18 18:50:12,106.993
2021-09-18 18:50:12 - 2021-09-18 18:53:53,106.191
2021-09-18 21:05:03 - 2021-09-18 21:07:18,67.096
2021-09-18 21:07:18 - 2021-09-18 21:08:28,68.196
2021-09-18 21:08:27 - 2021-09-18 21:10:40,67.777
2021-09-18 21:10:40 - 2021-09-18 21:11:19,65.621
2021-09-18 21:11:19 - 2021-09-18 21:11:32,69.719
2021-09-18 21:11:38,0.000
2021-09-18 23:20:12 - 2021-09-18 23:23:00,68.506
2021-09-18 23:23:00 - 2021-09-18 23:23:04,60.792
2021-09-18 23:23:05 - 2021-09-18 23:23:08,62.972
2021-09-18 23:23:08 - 2021-09-18 23:23:10,65.451
2021-09-18 23:23:10 - 2021-09-18 23:23:13,63.286
2021-09-18 23:23:13 - 2021-09-18 23:24:00,62.933
2021-09-19 00:10:58 - 2021-09-19 00:11:26,53.613
2021-09-19 08:44:12 - 2021-09-19 08:44:34,58.543
2021-09-19 09:43:37 - 2021-09-19 09:49:44,66.625
2021-09-19 13:30:00 - 2021-09-19 13:41:08,104.070
2021-09-19 14:05:53 - 2021-09-19 14:07:11,67.208
2021-09-19 14:07:11 - 2021-09-19 14:07:23,67.023
2021-09-19 14:07:23 - 2021-09-19 14:13:01,73.668
2021-09-19 14:13:01 - 2021-09-19 14:13:13,72.357
2021-09-19 14:13:13 - 2021-09-19 14:15:49,72.622
2021-09-19 14:15:49 - 2021-09-19 14:15:52,71.800
2021-09-19 14:15:52 - 2021-09-19 14:17:08,72.186
2021-09-19 14:17:08 - 2021-09-19 14:17:35,54.260
2021-09-19 14:17:35 - 2021-09-19 14:22:48,72.615
2021-09-19 14:22:48 - 2021-09-19 14:22:54,71.162
2021-09-19 14:22:54 - 2021-09-19 14:24:42,71.983
2021-09-19 14:24:42 - 2021-09-19 14:26:03,71.424
2021-09-19 14:26:04 - 2021-09-19 14:38:45,72.287
2021-09-19 14:38:45 - 2021-09-19 14:38:51,75.210
2021-09-19 14:38:51 - 2021-09-19 14:42:02,73.082
2021-09-19 16:11:29 - 2021-09-19 16:18:50,77.634
2021-09-19 18:34:02 - 2021-09-19 18:35:57,58.176
2021-09-19 18:46:30 - 2021-09-19 18:51:07,57.402
2021-09-19 18:58:42 - 2021-09-19 18:58:45,54.736
2021-09-19 18:58:53 - 2021-09-19 19:01:03,80.998
2021-09-19 20:22:37 - 2021-09-19 20:23:31,72.878
2021-09-19 20:23:31 - 2021-09-19 20:23:43,72.948
2021-09-19 20:23:43 - 2021-09-19 20:24:13,72.423
2021-09-19 20:24:13 - 2021-09-19 20:25:10,73.229
2021-09-19 20:25:10 - 2021-09-19 20:27:54,73.874
2021-09-19 20:28:02 - 2021-09-19 20:28:08,67.426
2021-09-19 21:26:30 - 2021-09-19 21:56:25,67.291
2021-09-19 21:56:25 - 2021-09-19 21:58:39,67.989
2021-09-19 21:59:07 - 2021-09-19 22:00:54,62.299
2021-09-19 22:01:20 - 2021-09-19 22:01:23,68.447
2021-09-19 22:01:23 - 2021-09-19 22:01:25,66.901
2021-09-19 22:06:21 - 2021-09-19 22:13:38,98.239
2021-09-19 22:13:38 - 2021-09-19 22:14:00,98.525
2021-09-19 22:14:01 - 2021-09-19 22:14:21,99.850
2021-09-19 22:14:22 - 2021-09-19 22:15:28,93.360
2021-09-19 22:15:28 - 2021-09-19 22:15:47,97.008
2021-09-19 22:15:47 - 2021-09-19 22:16:05,97.122
2021-09-19 22:16:05 - 2021-09-19 22:16:23,99.411
2021-09-19 22:16:23 - 2021-09-19 22:16:47,100.010
2021-09-19 22:16:47 - 2021-09-19 22:18:55,101.364
2021-09-19 22:18:55 - 2021-09-19 22:19:52,104.094
2021-09-19 22:19:52 - 2021-09-19 22:20:19,104.297
2021-09-19 22:20:19 - 2021-09-19 22:20:22,104.742
2021-09-19 22:20:22 - 2021-09-19 22:38:24,95.385
2021-09-19 22:43:30 - 2021-09-19 22:53:02,59.215
2021-09-19 22:53:05 - 2021-09-19 23:07:44,67.063
2021-09-19 23:07:49 - 2021-09-19 23:08:21,60.012
2021-09-19 23:08:48 - 2021-09-19 23:14:53,60.474
2021-09-20 07:25:06 - 2021-09-20 07:37:46,62.927
2021-09-20 07:38:05 - 2021-09-20 07:38:22,62.547
2021-09-20 07:38:46,0.000
2021-09-20 07:39:00,0.000
2021-09-20 07:39:21,0.000
2021-09-20 07:39:35,0.000
2021-09-20 07:40:01 - 2021-09-20 07:40:10,57.551
2021-09-20 07:40:13,0.000
2021-09-20 07:40:16 - 2021-09-20 07:40:18,45.883
2021-09-20 07:40:20,0.000
2021-09-20 07:40:22,0.000
2021-09-20 07:40:23 - 2021-09-20 07:40:24,0.000
2021-09-20 07:40:28,0.000
2021-09-20 07:40:32 - 2021-09-20 07:41:11,68.650
2021-09-20 07:41:16 - 2021-09-20 08:02:32,62.580
2021-09-20 08:03:06 - 2021-09-20 08:08:42,50.881
2021-09-20 08:08:49 - 2021-09-20 08:11:41,61.177
2021-09-20 08:11:47 - 2021-09-20 08:14:44,63.792
2021-09-20 08:14:48 - 2021-09-20 08:15:36,55.853
2021-09-20 08:15:36 - 2021-09-20 08:17:49,58.440
2021-09-20 08:17:48 - 2021-09-20 08:17:51,55.133
2021-09-20 08:17:52 - 2021-09-20 08:17:55,54.750
2021-09-20 08:17:55 - 2021-09-20 08:25:11,59.582
2021-09-20 08:25:11 - 2021-09-20 08:25:14,56.272
2021-09-20 08:25:14 - 2021-09-20 08:27:14,57.434
2021-09-20 08:27:14 - 2021-09-20 08:27:20,54.514
2021-09-20 08:27:20 - 2021-09-20 08:27:53,60.246
2021-09-20 08:27:53 - 2021-09-20 08:28:33,58.737
2021-09-20 08:28:33 - 2021-09-20 08:29:00,56.034
2021-09-20 08:29:00 - 2021-09-20 08:31:15,57.720
2021-09-20 08:31:15 - 2021-09-20 08:33:26,61.586
2021-09-20 08:33:26 - 2021-09-20 08:33:53,60.911
2021-09-20 08:33:53 - 2021-09-20 08:35:52,60.852
2021-09-20 08:37:22 - 2021-09-20 08:37:37,66.935
2021-09-20 08:37:55 - 2021-09-20 08:38:13,61.908
2021-09-20 08:38:13 - 2021-09-20 08:38:19,59.750
2021-09-20 08:38:23 - 2021-09-20 08:41:15,47.143
2021-09-20 08:41:31 - 2021-09-20 08:55:07,60.638
2021-09-20 10:51:22 - 2021-09-20 10:54:10,60.284
2021-09-20 10:55:05 - 2021-09-20 10:55:06,53.457
2021-09-20 15:37:32 - 2021-09-20 15:51:47,60.853
2021-09-20 15:52:16 - 2021-09-20 15:53:02,52.221
2021-09-20 15:57:07 - 2021-09-20 16:07:04,103.664
2021-09-20 20:13:10 - 2021-09-20 20:41:01,54.338
2021-09-20 20:41:01,0.000
2021-09-20 20:41:18 - 2021-09-20 20:42:23,61.290
2021-09-20 20:42:26 - 2021-09-20 20:48:13,56.690
2021-09-20 21:29:21 - 2021-09-20 21:38:57,55.783
2021-09-20 21:39:16 - 2021-09-20 21:59:35,56.755
2021-09-20 21:59:35 - 2021-09-20 22:00:08,56.765
2021-09-20 22:00:08 - 2021-09-20 22:02:05,56.931
2021-09-20 22:02:05 - 2021-09-20 22:02:54,55.643
2021-09-20 22:02:55,53.091
2021-09-20 22:02:55 - 2021-09-20 22:03:26,57.009
2021-09-20 22:03:26,59.389
2021-09-20 22:03:26 - 2021-09-20 22:04:12,57.392
2021-09-20 22:04:12 - 2021-09-20 22:06:18,56.600
2021-09-20 22:06:18 - 2021-09-20 22:06:36,55.723
2021-09-20 22:06:36 - 2021-09-20 22:06:54,56.554
2021-09-20 22:06:54 - 2021-09-20 22:07:21,56.516
2021-09-20 22:07:21 - 2021-09-20 22:08:07,56.627
2021-09-20 22:10:02 - 2021-09-20 22:10:41,57.560
2021-09-20 22:10:41 - 2021-09-20 22:11:09,55.142
2021-09-20 22:11:09 - 2021-09-20 22:11:27,58.672
2021-09-20 22:11:27 - 2021-09-20 22:11:51,58.833
2021-09-20 22:11:51 - 2021-09-20 22:12:00,58.280
2021-09-20 22:12:00 - 2021-09-20 22:12:03,56.551
2021-09-20 22:12:03 - 2021-09-20 22:13:57,56.340
2021-09-20 22:13:57 - 2021-09-20 22:14:34,57.233
2021-09-20 22:14:35,59.972
2021-09-20 22:14:35 - 2021-09-20 22:14:47,60.283
2021-09-20 22:14:47 - 2021-09-20 22:14:50,55.525
2021-09-20 22:14:51 - 2021-09-20 22:14:52,53.756
2021-09-20 22:14:52 - 2021-09-20 22:16:05,55.537
2021-09-20 22:16:05 - 2021-09-20 22:16:38,55.030
2021-09-20 22:16:38 - 2021-09-20 22:16:53,55.721
2021-09-20 22:16:53 - 2021-09-20 22:18:29,56.297
2021-09-20 22:18:29 - 2021-09-20 22:18:38,54.096
2021-09-20 22:18:38 - 2021-09-20 22:20:33,54.801
2021-09-20 22:20:33 - 2021-09-20 22:22:30,56.352
2021-09-20 22:22:30 - 2021-09-20 22:29:48,55.121
2021-09-20 22:29:48 - 2021-09-20 22:30:18,56.155
2021-09-20 22:30:18 - 2021-09-20 22:30:21,59.788
2021-09-20 22:30:22 - 2021-09-20 22:30:25,55.108
2021-09-20 22:30:25 - 2021-09-20 22:31:08,52.525
2021-09-20 22:31:08,47.958
2021-09-20 22:31:08 - 2021-09-20 22:32:51,53.700
2021-09-20 22:32:51 - 2021-09-20 22:34:06,53.711
2021-09-20 22:34:06 - 2021-09-20 22:34:15,50.511
2021-09-20 22:34:25 - 2021-09-20 22:36:35,43.546
2021-09-20 22:36:35 - 2021-09-20 22:36:48,54.496
2021-09-20 22:36:53 - 2021-09-20 22:40:37,43.726
2021-09-20 22:40:44 - 2021-09-20 22:41:05,40.399
2021-09-20 22:41:10 - 2021-09-20 22:44:27,46.746
2021-09-20 22:44:43 - 2021-09-20 23:10:19,51.497
2021-09-21 07:37:33 - 2021-09-21 07:43:05,54.105
2021-09-21 07:43:05 - 2021-09-21 07:43:14,58.678
2021-09-21 07:43:13 - 2021-09-21 08:05:57,54.175
2021-09-21 08:05:57 - 2021-09-21 08:06:24,56.429
2021-09-21 08:06:24 - 2021-09-21 08:06:34,51.425
2021-09-21 08:06:34 - 2021-09-21 08:06:37,51.699
2021-09-21 08:06:37 - 2021-09-21 08:17:50,57.586
2021-09-21 08:18:27 - 2021-09-21 08:25:40,53.494
2021-09-21 08:28:43 - 2021-09-21 08:49:54,64.970
2021-09-21 08:49:54 - 2021-09-21 08:50:06,63.340
2021-09-21 08:50:06 - 2021-09-21 08:50:12,62.450
2021-09-21 08:50:12 - 2021-09-21 08:52:27,64.782
2021-09-21 08:52:27 - 2021-09-21 08:52:30,68.289
2021-09-21 08:52:33 - 2021-09-21 08:52:57,66.261
2021-09-21 08:52:57 - 2021-09-21 08:57:47,64.084
2021-09-21 08:57:47 - 2021-09-21 08:57:50,62.784
2021-09-21 08:57:50 - 2021-09-21 08:58:05,63.853
2021-09-21 08:58:05 - 2021-09-21 08:59:12,65.305
2021-09-21 08:59:12 - 2021-09-21 09:02:00,63.586
2021-09-21 09:02:00 - 2021-09-21 09:02:06,62.239
2021-09-21 09:02:06 - 2021-09-21 09:02:09,61.370
2021-09-21 09:02:11 - 2021-09-21 09:02:17,62.525
2021-09-21 09:02:17 - 2021-09-21 09:13:50,58.780
2021-09-21 09:13:50 - 2021-09-21 09:14:02,61.111
2021-09-21 09:14:02 - 2021-09-21 09:31:24,60.896
2021-09-21 09:31:24 - 2021-09-21 09:31:36,60.712
2021-09-21 09:31:36 - 2021-09-21 09:40:41,59.455
2021-09-21 09:40:41 - 2021-09-21 09:40:47,57.390
2021-09-21 09:40:47 - 2021-09-21 09:41:17,57.935
2021-09-21 09:41:17 - 2021-09-21 09:46:39,58.790
2021-09-21 09:47:15 - 2021-09-21 09:53:01,53.723
2021-09-21 09:53:13 - 2021-09-21 10:20:15,60.723
2021-09-21 10:20:15 - 2021-09-21 10:20:24,62.915
2021-09-21 12:02:48 - 2021-09-21 12:03:12,60.588
2021-09-21 12:03:15 - 2021-09-21 12:07:22,58.303
2021-09-21 12:08:30 - 2021-09-21 12:08:31,58.846
2021-09-21 12:36:32 - 2021-09-21 12:40:21,61.245
2021-09-21 12:40:33 - 2021-09-21 12:45:54,94.654
2021-09-21 12:45:54 - 2021-09-21 12:50:49,95.517
2021-09-21 12:50:49 - 2021-09-21 13:05:53,95.411
2021-09-21 13:06:04 - 2021-09-21 13:08:13,58.600
2021-09-21 13:08:13 - 2021-09-21 13:08:22,57.748
2021-09-21 13:08:22 - 2021-09-21 13:08:52,59.402
2021-09-21 13:08:53 - 2021-09-21 13:08:56,58.626
2021-09-21 13:08:56 - 2021-09-21 13:09:06,63.894
2021-09-21 13:09:07 - 2021-09-21 13:09:25,58.643
2021-09-21 13:09:25 - 2021-09-21 13:09:27,58.285
2021-09-21 13:37:23 - 2021-09-21 13:43:52,65.137
2021-09-21 16:46:53 - 2021-09-21 16:49:20,55.560
2021-09-21 16:49:20 - 2021-09-21 16:49:32,54.542
2021-09-21 16:49:32 - 2021-09-21 17:06:16,64.883
2021-09-21 22:47:05 - 2021-09-21 23:17:00,52.733
2021-09-21 23:17:00 - 2021-09-21 23:23:24,54.260
2021-09-22 07:25:04 - 2021-09-22 07:29:01,57.337
2021-09-22 08:10:22 - 2021-09-22 08:20:18,44.875
2021-09-22 08:20:27 - 2021-09-22 08:20:30,0.000
2021-09-22 08:20:31 - 2021-09-22 08:20:53,55.577
2021-09-22 08:24:17 - 2021-09-22 08:25:02,57.592
2021-09-22 08:25:02 - 2021-09-22 08:25:59,58.092
2021-09-22 08:25:59 - 2021-09-22 08:26:47,58.068
2021-09-22 08:26:47 - 2021-09-22 08:27:17,60.684
2021-09-22 08:27:17 - 2021-09-22 08:28:09,58.913
2021-09-22 08:28:09 - 2021-09-22 08:29:15,60.774
2021-09-22 08:29:15 - 2021-09-22 08:30:42,58.594
2021-09-22 08:30:42 - 2021-09-22 08:33:04,59.144
2021-09-22 08:33:04 - 2021-09-22 08:33:10,68.013
2021-09-22 08:33:10 - 2021-09-22 08:34:34,61.386
2021-09-22 08:34:35 - 2021-09-22 08:37:56,59.182
2021-09-22 08:37:56 - 2021-09-22 08:38:08,58.451
2021-09-22 08:38:08 - 2021-09-22 08:44:47,59.364
2021-09-22 08:44:53 - 2021-09-22 08:53:51,60.769
2021-09-22 08:53:51 - 2021-09-22 08:54:22,60.198
2021-09-22 08:54:22 - 2021-09-22 08:54:25,57.547
2021-09-22 09:52:38 - 2021-09-22 09:55:58,73.298
2021-09-22 10:49:44 - 2021-09-22 10:53:21,72.983
2021-09-22 10:53:21 - 2021-09-22 10:53:23,71.862
2021-09-22 11:36:54 - 2021-09-22 11:37:06,68.444
2021-09-22 11:37:38 - 2021-09-22 11:39:02,76.770
2021-09-22 11:39:02 - 2021-09-22 11:39:14,78.208
2021-09-22 11:39:14 - 2021-09-22 11:39:17,79.472
2021-09-22 11:39:17 - 2021-09-22 11:39:20,79.125
2021-09-22 11:39:20 - 2021-09-22 11:41:59,74.526
2021-09-22 14:46:01 - 2021-09-22 14:51:36,58.633
2021-09-22 14:51:36 - 2021-09-22 14:51:39,55.966
2021-09-22 19:12:48 - 2021-09-22 19:12:59,66.482
2021-09-22 19:16:00 - 2021-09-22 19:16:01,0.000
2021-09-22 19:16:02,0.000
2021-09-22 19:16:04 - 2021-09-22 19:16:05,0.000
2021-09-22 19:16:35 - 2021-09-22 19:16:46,26.441
2021-09-22 19:16:50,0.000
2021-09-22 19:17:11 - 2021-09-22 19:17:23,24.610
2021-09-22 19:34:29 - 2021-09-22 19:37:04,17.495
2021-09-22 19:45:37 - 2021-09-22 19:54:04,75.497
2021-09-22 19:54:04 - 2021-09-22 19:54:13,73.760
2021-09-22 19:54:13 - 2021-09-22 19:58:35,72.107
2021-09-22 19:58:35 - 2021-09-22 20:00:06,73.729
2021-09-22 20:00:05 - 2021-09-22 20:25:32,73.238
2021-09-22 20:25:32 - 2021-09-22 20:30:06,72.339
2021-09-22 20:30:06 - 2021-09-22 20:30:15,73.911
2021-09-22 20:30:15 - 2021-09-22 20:31:33,75.530
2021-09-22 20:31:33 - 2021-09-22 20:31:36,76.546
2021-09-22 20:31:37 - 2021-09-22 20:31:43,75.343
2021-09-22 20:31:44 - 2021-09-22 20:32:23,75.697
2021-09-22 20:32:23 - 2021-09-22 20:42:04,73.082
2021-09-22 20:42:04 - 2021-09-22 20:42:16,73.772
2021-09-22 20:42:16 - 2021-09-22 20:43:55,78.414
2021-09-22 21:31:25 - 2021-09-22 21:42:09,67.015
2021-09-22 22:01:04 - 2021-09-22 22:04:28,58.153
2021-09-22 22:04:38 - 2021-09-22 22:13:01,48.339
2021-09-22 22:13:04 - 2021-09-22 22:14:19,40.494
2021-09-22 22:14:19 - 2021-09-22 22:14:55,45.728
2021-09-22 22:14:55 - 2021-09-22 22:14:58,47.587
2021-09-22 22:14:58 - 2021-09-22 22:15:11,57.230
2021-09-22 22:15:21 - 2021-09-22 22:15:24,46.887
2021-09-22 22:15:24 - 2021-09-22 22:16:09,54.180
2021-09-22 22:16:09 - 2021-09-22 22:16:18,52.059
2021-09-22 22:17:14 - 2021-09-22 22:20:11,56.514
2021-09-22 22:20:15 - 2021-09-22 22:22:13,46.086
2021-09-22 22:22:43 - 2021-09-22 22:24:39,44.622
2021-09-22 22:24:39 - 2021-09-22 22:24:57,44.377
2021-09-22 22:24:57 - 2021-09-22 22:25:00,36.414
2021-09-22 22:25:04 - 2021-09-22 22:26:10,40.047
2021-09-22 22:26:10 - 2021-09-22 22:26:55,41.713
2021-09-22 22:26:56 - 2021-09-22 22:26:57,0.000
2021-09-22 22:26:58 - 2021-09-22 22:26:59,27.342
2021-09-22 22:27:01,0.000
2021-09-22 22:27:13 - 2021-09-22 22:27:28,47.796
2021-09-22 22:27:28 - 2021-09-22 22:27:55,32.331
2021-09-22 22:27:55 - 2021-09-22 22:29:41,40.526
2021-09-22 22:29:41 - 2021-09-22 22:29:59,30.382
2021-09-22 22:30:00 - 2021-09-22 22:30:02,37.238
2021-09-22 22:30:03,0.000
2021-09-22 22:30:30 - 2021-09-22 22:30:45,44.288
2021-09-22 22:30:45 - 2021-09-22 22:31:46,42.114
2021-09-22 22:31:46 - 2021-09-22 22:31:52,41.312
2021-09-22 22:31:53 - 2021-09-22 22:31:54,0.000
2021-09-22 22:32:02 - 2021-09-22 22:32:20,46.378
2021-09-22 22:32:20 - 2021-09-22 22:32:23,44.690
2021-09-22 22:32:24 - 2021-09-22 22:32:26,27.691
2021-09-22 22:32:27,0.000
2021-09-22 22:32:34 - 2021-09-22 22:32:43,47.184
2021-09-22 22:32:43 - 2021-09-22 22:33:01,42.482
