Date,Headphone sound levels(dBASPL)
2021-09-22 22:33:01 - 2021-09-22 22:33:07,42.514
2021-09-22 22:33:08,0.000
2021-09-22 22:33:16 - 2021-09-22 22:33:55,45.406
2021-09-22 22:33:55 - 2021-09-22 22:35:05,46.003
2021-09-22 22:35:05 - 2021-09-22 22:35:26,47.121
2021-09-22 22:35:26 - 2021-09-22 22:36:44,45.455
2021-09-22 22:36:44 - 2021-09-22 22:37:27,46.292
2021-09-22 22:37:27 - 2021-09-22 22:39:13,45.866
2021-09-22 22:39:13 - 2021-09-22 22:39:19,37.263
2021-09-22 22:39:19 - 2021-09-22 22:39:21,40.312
2021-09-22 22:39:21 - 2021-09-22 22:39:22,0.000
2021-09-22 22:39:23,0.000
2021-09-22 22:39:24 - 2021-09-22 22:39:25,0.000
2021-09-22 22:39:31 - 2021-09-22 22:39:32,37.103
2021-09-22 22:39:34 - 2021-09-22 22:39:35,0.000
2021-09-22 22:39:39 - 2021-09-22 22:39:45,44.164
2021-09-22 22:39:45 - 2021-09-22 22:40:39,49.540
2021-09-22 22:40:39 - 2021-09-22 22:41:05,49.863
2021-09-22 22:41:05 - 2021-09-22 22:41:12,62.838
2021-09-22 22:41:20 - 2021-09-22 22:41:26,64.215
2021-09-22 22:41:26 - 2021-09-22 22:41:28,63.190
2021-09-22 22:41:28 - 2021-09-22 22:41:37,63.572
2021-09-22 22:41:47 - 2021-09-22 22:41:50,58.569
2021-09-22 22:41:50 - 2021-09-22 22:42:29,50.238
2021-09-22 22:42:29 - 2021-09-22 22:42:32,50.436
2021-09-22 22:42:32 - 2021-09-22 22:43:02,66.800
2021-09-22 22:43:03 - 2021-09-22 22:43:13,67.075
2021-09-22 22:43:14 - 2021-09-22 22:43:18,68.251
2021-09-22 22:43:19 - 2021-09-22 22:43:20,70.003
2021-09-22 22:43:20,0.000
2021-09-22 22:43:21 - 2021-09-22 22:43:24,70.246
2021-09-22 22:43:25 - 2021-09-22 22:43:27,67.309
2021-09-22 22:43:31 - 2021-09-22 22:43:41,67.367
2021-09-22 22:43:50 - 2021-09-22 22:43:53,66.103
2021-09-22 22:43:54 - 2021-09-22 22:43:59,67.178
2021-09-22 22:44:00 - 2021-09-22 22:44:14,61.889
2021-09-22 22:44:14 - 2021-09-22 22:45:05,52.353
2021-09-22 22:45:24 - 2021-09-22 22:46:54,58.753
2021-09-22 22:46:55 - 2021-09-22 22:47:00,61.954
2021-09-22 22:47:08 - 2021-09-22 22:47:13,66.545
2021-09-22 22:47:22 - 2021-09-22 23:17:19,59.035
2021-09-22 23:17:19 - 2021-09-22 23:26:03,54.569
2021-09-22 23:26:17 - 2021-09-22 23:26:45,58.983
2021-09-22 23:26:52 - 2021-09-22 23:35:09,54.579
2021-09-23 07:38:41 - 2021-09-23 07:54:17,60.316
2021-09-23 07:54:47 - 2021-09-23 08:18:37,54.370
2021-09-23 08:18:37 - 2021-09-23 08:34:01,54.881
2021-09-23 08:34:16 - 2021-09-23 08:58:33,58.900
2021-09-23 08:58:33 - 2021-09-23 09:05:11,55.302
2021-09-23 09:05:33 - 2021-09-23 09:15:54,69.394
2021-09-23 09:16:03 - 2021-09-23 09:45:57,70.779
2021-09-23 09:45:57 - 2021-09-23 09:46:00,73.115
2021-09-23 09:46:00 - 2021-09-23 09:47:24,73.845
2021-09-23 09:47:24 - 2021-09-23 09:49:37,72.078
2021-09-23 09:49:37 - 2021-09-23 09:51:01,70.498
2021-09-23 09:51:01 - 2021-09-23 09:53:35,70.332
2021-09-23 09:53:35 - 2021-09-23 09:55:29,69.036
2021-09-23 09:55:29 - 2021-09-23 09:55:49,63.064
2021-09-23 09:55:51 - 2021-09-23 09:56:09,67.314
2021-09-23 09:56:13 - 2021-09-23 09:56:21,50.329
2021-09-23 09:56:23 - 2021-09-23 09:56:29,67.750
2021-09-23 09:56:34 - 2021-09-23 09:56:52,56.738
2021-09-23 09:56:54 - 2021-09-23 09:57:03,69.378
2021-09-23 09:57:03 - 2021-09-23 09:57:06,68.357
2021-09-23 09:57:13 - 2021-09-23 09:57:24,43.645
2021-09-23 09:57:26 - 2021-09-23 09:57:38,69.111
2021-09-23 09:57:38 - 2021-09-23 09:57:56,62.380
2021-09-23 09:57:59 - 2021-09-23 09:58:17,69.447
2021-09-23 09:58:17 - 2021-09-23 09:58:27,64.905
2021-09-23 09:58:30 - 2021-09-23 09:58:39,67.118
2021-09-23 09:58:44 - 2021-09-23 09:58:55,73.332
2021-09-23 09:58:58 - 2021-09-23 09:59:04,68.013
2021-09-23 09:59:11 - 2021-09-23 09:59:23,58.106
2021-09-23 09:59:33 - 2021-09-23 09:59:41,42.774
2021-09-23 09:59:42 - 2021-09-23 10:00:12,69.631
2021-09-23 10:00:12 - 2021-09-23 10:00:15,67.487
2021-09-23 10:00:22 - 2021-09-23 10:00:41,57.207
2021-09-23 10:00:42 - 2021-09-23 10:01:00,68.739
2021-09-23 10:01:10 - 2021-09-23 10:01:20,60.554
2021-09-23 10:01:22 - 2021-09-23 10:01:58,68.696
2021-09-23 10:02:06 - 2021-09-23 10:02:29,54.665
2021-09-23 10:02:31 - 2021-09-23 10:02:37,68.641
2021-09-23 10:02:46 - 2021-09-23 10:02:54,59.628
2021-09-23 10:02:56 - 2021-09-23 10:03:26,69.426
2021-09-23 10:03:26 - 2021-09-23 10:03:29,67.062
2021-09-23 10:03:35 - 2021-09-23 10:03:42,62.509
2021-09-23 10:03:43 - 2021-09-23 10:04:10,68.242
2021-09-23 10:04:15 - 2021-09-23 10:04:33,53.938
2021-09-23 10:04:37 - 2021-09-23 10:04:56,55.091
2021-09-23 10:05:04 - 2021-09-23 10:05:09,41.690
2021-09-23 10:05:11 - 2021-09-23 10:05:47,67.896
2021-09-23 10:05:52 - 2021-09-23 10:11:07,63.753
2021-09-23 10:11:21 - 2021-09-23 10:11:24,57.247
2021-09-23 10:11:37 - 2021-09-23 10:35:07,66.004
2021-09-23 10:35:07 - 2021-09-23 11:05:04,64.894
2021-09-23 11:05:04 - 2021-09-23 11:07:46,66.932
2021-09-23 11:07:46 - 2021-09-23 11:07:56,66.713
2021-09-23 11:07:57 - 2021-09-23 11:08:36,67.095
2021-09-23 11:08:36 - 2021-09-23 11:09:06,66.467
2021-09-23 11:09:06 - 2021-09-23 11:10:28,67.144
2021-09-23 11:10:28 - 2021-09-23 11:18:05,68.080
2021-09-23 11:18:05 - 2021-09-23 11:18:56,67.981
2021-09-23 11:18:56 - 2021-09-23 11:19:20,66.516
2021-09-23 11:19:33,0.000
2021-09-23 12:54:49 - 2021-09-23 12:58:28,75.860
2021-09-23 12:58:28 - 2021-09-23 12:58:59,77.418
2021-09-23 12:58:58 - 2021-09-23 13:01:34,72.439
2021-09-23 13:01:34 - 2021-09-23 13:02:04,71.548
2021-09-23 13:02:09 - 2021-09-23 13:11:25,59.068
2021-09-23 13:11:29 - 2021-09-23 13:19:27,62.062
2021-09-23 13:19:28 - 2021-09-23 13:19:40,60.857
2021-09-23 13:19:40 - 2021-09-23 13:20:28,63.745
2021-09-23 13:21:12 - 2021-09-23 13:26:39,59.527
2021-09-23 13:26:43 - 2021-09-23 13:33:43,59.378
2021-09-23 13:40:03 - 2021-09-23 13:44:28,45.899
2021-09-23 22:52:43 - 2021-09-23 23:04:41,56.048
2021-09-23 23:05:04 - 2021-09-23 23:08:07,63.348
2021-09-23 23:08:07 - 2021-09-23 23:32:35,56.050
2021-09-23 23:32:35 - 2021-09-23 23:41:52,57.449
2021-09-23 23:41:58 - 2021-09-23 23:52:27,64.990
2021-09-24 08:43:42 - 2021-09-24 08:44:27,73.445
2021-09-24 08:44:27 - 2021-09-24 08:57:13,64.847
2021-09-24 08:57:18,39.862
2021-09-24 09:50:07 - 2021-09-24 09:50:40,63.307
2021-09-24 10:49:54 - 2021-09-24 10:52:23,73.100
2021-09-24 11:45:25 - 2021-09-24 11:59:57,60.520
2021-09-24 11:59:57 - 2021-09-24 11:59:58,50.459
2021-09-24 12:00:12 - 2021-09-24 12:14:51,60.947
2021-09-24 12:14:51 - 2021-09-24 12:15:45,60.545
2021-09-24 12:15:45 - 2021-09-24 12:16:09,69.350
2021-09-24 12:16:47 - 2021-09-24 12:19:22,67.424
2021-09-24 12:25:03 - 2021-09-24 12:25:57,59.891
2021-09-24 12:25:57 - 2021-09-24 12:33:48,60.667
2021-09-24 12:33:48 - 2021-09-24 12:33:49,49.207
2021-09-24 13:52:34 - 2021-09-24 13:55:36,55.080
2021-09-24 14:59:31 - 2021-09-24 15:13:28,61.942
2021-09-24 22:52:26 - 2021-09-24 22:54:48,68.488
2021-09-24 22:54:48 - 2021-09-24 22:55:01,69.826
2021-09-24 22:55:01 - 2021-09-24 22:55:32,70.057
2021-09-24 22:55:39 - 2021-09-24 22:57:05,69.588
2021-09-24 22:57:09 - 2021-09-24 22:57:12,66.233
2021-09-24 22:57:12 - 2021-09-24 22:59:29,69.872
2021-09-24 22:59:38 - 2021-09-24 22:59:56,73.883
2021-09-24 22:59:56 - 2021-09-24 23:00:39,75.064
2021-09-24 23:00:39 - 2021-09-24 23:13:43,64.852
2021-09-24 23:13:47 - 2021-09-24 23:14:02,62.471
2021-09-24 23:14:08 - 2021-09-24 23:14:09,0.000
2021-09-24 23:14:48 - 2021-09-24 23:14:49,29.425
2021-09-24 23:14:50 - 2021-09-24 23:14:51,0.000
2021-09-24 23:14:53 - 2021-09-24 23:14:54,0.000
2021-09-24 23:15:23 - 2021-09-24 23:15:34,58.260
2021-09-24 23:15:35,0.000
2021-09-24 23:15:45,0.000
2021-09-24 23:15:46,0.000
2021-09-24 23:16:56 - 2021-09-24 23:25:04,62.075
2021-09-24 23:25:09 - 2021-09-24 23:25:12,36.579
2021-09-24 23:25:14 - 2021-09-24 23:25:21,72.208
2021-09-24 23:25:21 - 2021-09-24 23:25:24,51.489
2021-09-24 23:25:25 - 2021-09-24 23:25:31,72.850
2021-09-24 23:25:32 - 2021-09-24 23:41:07,61.571
2021-09-25 08:40:47 - 2021-09-25 08:40:50,15.868
2021-09-25 08:42:35 - 2021-09-25 08:51:06,57.889
2021-09-25 08:51:08 - 2021-09-25 08:53:23,58.439
2021-09-25 11:49:20 - 2021-09-25 11:55:06,57.625
2021-09-25 11:57:27 - 2021-09-25 12:00:51,52.768
2021-09-25 12:01:10 - 2021-09-25 12:01:54,59.515
2021-09-25 13:33:26 - 2021-09-25 13:33:29,73.726
2021-09-25 13:34:42 - 2021-09-25 13:34:45,65.537
2021-09-25 23:24:28 - 2021-09-25 23:24:34,65.155
2021-09-25 23:24:57 - 2021-09-25 23:25:00,66.677
2021-09-25 23:25:18 - 2021-09-25 23:36:10,61.990
2021-09-26 08:22:25 - 2021-09-26 08:52:20,63.835
2021-09-26 08:52:20 - 2021-09-26 08:58:33,60.721
2021-09-26 08:58:58 - 2021-09-26 08:59:11,61.049
2021-09-26 08:59:22 - 2021-09-26 09:15:43,63.211
2021-09-26 09:15:43 - 2021-09-26 09:15:49,60.986
2021-09-26 09:15:49 - 2021-09-26 09:23:12,61.896
2021-09-26 09:23:12 - 2021-09-26 09:23:18,63.020
2021-09-26 09:23:18 - 2021-09-26 09:29:13,62.616
2021-09-26 09:29:13 - 2021-09-26 09:33:17,62.029
2021-09-26 09:33:17 - 2021-09-26 09:43:05,53.253
2021-09-26 09:43:05 - 2021-09-26 09:43:07,43.523
2021-09-26 12:59:26 - 2021-09-26 13:02:09,103.330
2021-09-26 13:02:09 - 2021-09-26 13:02:18,99.210
2021-09-26 13:03:22 - 2021-09-26 13:04:50,104.517
2021-09-26 13:04:50 - 2021-09-26 13:05:17,99.906
2021-09-26 13:05:17 - 2021-09-26 13:05:23,99.378
2021-09-26 13:05:23 - 2021-09-26 13:06:06,103.265
2021-09-26 13:06:06 - 2021-09-26 13:06:07,101.677
2021-09-26 13:09:52 - 2021-09-26 13:16:00,105.106
2021-09-26 13:18:12 - 2021-09-26 13:27:53,68.026
2021-09-26 13:27:53 - 2021-09-26 13:28:02,61.714
2021-09-26 13:28:02 - 2021-09-26 13:29:56,65.815
2021-09-26 13:31:11 - 2021-09-26 13:36:54,74.787
2021-09-26 13:38:19 - 2021-09-26 13:42:26,71.697
2021-09-26 13:45:44 - 2021-09-26 13:49:59,63.034
2021-09-26 13:49:59 - 2021-09-26 13:50:01,63.973
2021-09-26 13:50:06 - 2021-09-26 14:06:00,64.539
2021-09-26 14:06:00 - 2021-09-26 14:11:46,64.097
2021-09-26 14:11:47 - 2021-09-26 14:12:05,66.464
2021-09-26 14:12:05 - 2021-09-26 14:12:08,68.010
2021-09-26 14:12:09 - 2021-09-26 14:13:06,67.857
2021-09-26 14:13:06 - 2021-09-26 14:13:08,67.362
2021-09-26 15:36:03 - 2021-09-26 15:38:03,58.696
2021-09-26 16:05:15 - 2021-09-26 16:12:59,72.433
2021-09-26 16:12:59 - 2021-09-26 16:14:08,73.822
2021-09-26 16:14:08 - 2021-09-26 16:15:38,72.376
2021-09-26 16:15:38 - 2021-09-26 16:16:32,72.674
2021-09-26 16:16:32 - 2021-09-26 16:16:44,72.029
2021-09-26 16:16:44 - 2021-09-26 16:17:25,69.216
2021-09-26 16:17:25 - 2021-09-26 16:19:52,74.172
2021-09-26 16:19:52 - 2021-09-26 16:19:58,74.931
2021-09-26 16:19:58 - 2021-09-26 16:27:01,70.932
2021-09-26 22:26:07 - 2021-09-26 22:27:02,91.358
2021-09-26 22:27:02 - 2021-09-26 22:27:11,100.209
2021-09-26 22:27:11 - 2021-09-26 22:27:32,96.070
2021-09-26 22:27:32 - 2021-09-26 22:27:56,100.269
2021-09-26 22:28:01 - 2021-09-26 22:33:09,101.737
2021-09-26 22:33:24 - 2021-09-26 22:38:45,97.170
2021-09-26 22:46:47 - 2021-09-26 22:47:32,55.620
2021-09-26 22:48:03,0.000
2021-09-26 22:49:24 - 2021-09-26 22:49:36,65.486
2021-09-26 22:50:24 - 2021-09-26 22:54:48,55.459
2021-09-26 22:58:28 - 2021-09-26 22:59:06,91.545
2021-09-26 22:59:15 - 2021-09-26 22:59:20,91.420
2021-09-26 22:59:28 - 2021-09-26 23:01:20,95.500
2021-09-26 23:01:20 - 2021-09-26 23:01:41,96.455
2021-09-26 23:01:41 - 2021-09-26 23:02:09,98.604
2021-09-26 23:02:09 - 2021-09-26 23:03:09,94.796
2021-09-26 23:03:09 - 2021-09-26 23:03:42,93.293
2021-09-26 23:03:42 - 2021-09-26 23:04:42,95.973
2021-09-26 23:04:42 - 2021-09-26 23:06:47,97.559
2021-09-26 23:06:47 - 2021-09-26 23:07:08,96.800
2021-09-26 23:07:08 - 2021-09-26 23:12:04,97.041
2021-09-26 23:12:04 - 2021-09-26 23:12:07,100.873
2021-09-26 23:12:07 - 2021-09-26 23:17:39,98.547
2021-09-26 23:41:26 - 2021-09-27 00:03:05,56.565
2021-09-27 06:25:29 - 2021-09-27 06:47:08,57.427
2021-09-27 07:42:54 - 2021-09-27 07:48:30,59.252
2021-09-27 07:48:30 - 2021-09-27 07:48:32,56.347
2021-09-27 07:48:38 - 2021-09-27 08:18:35,59.495
2021-09-27 08:18:35 - 2021-09-27 08:21:12,60.772
2021-09-27 08:39:57 - 2021-09-27 08:42:47,63.992
2021-09-27 08:42:47 - 2021-09-27 08:43:47,67.854
2021-09-27 08:43:47 - 2021-09-27 08:58:26,68.607
2021-09-27 09:48:52 - 2021-09-27 09:51:40,72.882
2021-09-27 10:54:19 - 2021-09-27 10:56:32,66.972
2021-09-27 10:58:38,0.000
2021-09-27 11:10:53 - 2021-09-27 11:18:39,70.378
2021-09-27 14:51:37 - 2021-09-27 14:56:34,57.315
2021-09-27 15:03:03 - 2021-09-27 15:04:49,66.749
2021-09-27 17:06:27 - 2021-09-27 17:14:47,55.985
2021-09-27 18:02:22 - 2021-09-27 18:17:05,102.959
2021-09-27 18:17:05 - 2021-09-27 18:34:57,105.548
2021-09-27 18:34:57 - 2021-09-27 18:47:33,103.594
2021-09-27 21:00:49 - 2021-09-27 21:01:29,72.698
2021-09-27 21:01:29 - 2021-09-27 21:01:38,71.821
2021-09-27 21:01:37 - 2021-09-27 21:30:46,69.891
2021-09-27 21:30:46 - 2021-09-27 21:33:44,69.252
2021-09-27 22:12:15 - 2021-09-27 22:22:11,60.771
2021-09-27 22:22:12 - 2021-09-27 22:23:09,64.938
2021-09-27 22:23:09 - 2021-09-27 22:23:24,61.530
2021-09-27 22:23:28 - 2021-09-27 22:28:06,53.471
2021-09-27 22:46:40 - 2021-09-27 22:57:51,96.881
2021-09-27 23:30:17,0.000
2021-09-27 23:30:19 - 2021-09-27 23:58:16,53.880
2021-09-28 07:43:12 - 2021-09-28 07:44:13,65.795
2021-09-28 07:44:13 - 2021-09-28 07:46:28,68.094
2021-09-28 07:46:28 - 2021-09-28 07:46:58,66.905
2021-09-28 07:46:58 - 2021-09-28 07:47:19,68.437
2021-09-28 07:47:19 - 2021-09-28 07:50:23,68.141
2021-09-28 07:50:23 - 2021-09-28 07:51:17,67.629
2021-09-28 07:51:17 - 2021-09-28 07:57:09,68.783
2021-09-28 07:57:09 - 2021-09-28 08:02:25,67.742
2021-09-28 08:03:42 - 2021-09-28 08:04:09,52.031
2021-09-28 08:04:46 - 2021-09-28 08:04:52,64.799
2021-09-28 08:06:01 - 2021-09-28 08:06:49,66.580
2021-09-28 08:06:50 - 2021-09-28 08:06:53,65.220
2021-09-28 08:06:53 - 2021-09-28 08:08:42,67.606
2021-09-28 08:08:42 - 2021-09-28 08:08:48,67.240
2021-09-28 08:08:48 - 2021-09-28 08:11:56,67.746
2021-09-28 08:11:56 - 2021-09-28 08:13:02,68.966
2021-09-28 08:13:02 - 2021-09-28 08:17:16,55.416
2021-09-28 08:17:18 - 2021-09-28 08:19:31,54.628
2021-09-28 08:21:23 - 2021-09-28 08:22:02,52.554
2021-09-28 08:24:52 - 2021-09-28 08:32:38,52.803
2021-09-28 13:38:39 - 2021-09-28 13:43:50,71.526
2021-09-28 18:23:29 - 2021-09-28 18:35:26,97.168
2021-09-28 19:42:28 - 2021-09-28 19:49:24,66.118
2021-09-28 19:49:24 - 2021-09-28 19:49:25,68.516
2021-09-28 19:49:34 - 2021-09-28 19:51:49,66.221
2021-09-28 19:51:49 - 2021-09-28 19:51:58,65.527
2021-09-28 19:51:58 - 2021-09-28 19:59:42,66.943
2021-09-28 19:59:42 - 2021-09-28 20:00:42,66.264
2021-09-28 20:00:42 - 2021-09-28 20:09:50,64.462
2021-09-28 20:09:50 - 2021-09-28 20:10:17,68.047
2021-09-28 20:10:17 - 2021-09-28 20:10:44,63.687
2021-09-28 20:10:44 - 2021-09-28 20:10:50,63.396
2021-09-28 20:10:50 - 2021-09-28 20:29:15,61.805
2021-09-28 20:29:15 - 2021-09-28 20:30:51,66.362
2021-09-28 20:30:51 - 2021-09-28 20:31:33,58.822
2021-09-28 20:31:33 - 2021-09-28 20:31:45,47.546
2021-09-28 20:31:45 - 2021-09-28 20:38:49,65.068
2021-09-29 08:34:13 - 2021-09-29 08:38:53,53.265
2021-09-29 08:38:55 - 2021-09-29 08:49:25,69.097
2021-09-29 08:49:25 - 2021-09-29 08:49:55,69.613
2021-09-29 08:49:54 - 2021-09-29 08:57:18,71.901
2021-09-29 09:01:57 - 2021-09-29 09:02:25,69.347
2021-09-29 09:02:43 - 2021-09-29 09:09:51,70.736
2021-09-29 09:11:56 - 2021-09-29 09:15:35,69.633
2021-09-29 09:26:34 - 2021-09-29 09:41:03,61.516
2021-09-29 10:48:23 - 2021-09-29 10:51:08,74.634
2021-09-29 11:00:12 - 2021-09-29 11:11:59,101.753
2021-09-29 15:15:15 - 2021-09-29 15:19:51,70.813
2021-09-29 15:20:07 - 2021-09-29 15:22:36,59.772
2021-09-29 15:24:47 - 2021-09-29 15:27:36,94.940
2021-09-29 15:27:42 - 2021-09-29 15:37:17,94.750
2021-09-29 15:37:17 - 2021-09-29 15:37:20,93.067
2021-09-29 15:37:20 - 2021-09-29 15:37:50,96.470
2021-09-29 22:17:31 - 2021-09-29 22:20:03,68.437
2021-09-29 22:20:03 - 2021-09-29 22:20:09,68.633
2021-09-29 22:20:09 - 2021-09-29 22:24:23,63.239
2021-09-29 22:24:23 - 2021-09-29 22:24:25,63.713
2021-09-29 22:24:26,0.000
2021-09-29 22:24:27 - 2021-09-29 22:24:45,64.776
2021-09-29 22:24:45 - 2021-09-29 22:25:51,62.460
2021-09-29 22:25:51 - 2021-09-29 22:25:54,34.483
2021-09-29 22:25:57 - 2021-09-29 22:26:18,57.453
2021-09-29 22:26:18 - 2021-09-29 22:26:46,57.914
2021-09-29 22:26:47,50.740
2021-09-29 22:26:48 - 2021-09-29 22:27:21,61.906
2021-09-29 22:27:21 - 2021-09-29 22:28:50,67.101
2021-09-29 22:28:54 - 2021-09-29 22:31:13,68.854
2021-09-29 22:31:31 - 2021-09-29 22:32:30,71.136
2021-09-29 22:33:30 - 2021-09-29 22:33:53,66.811
2021-09-29 22:34:46 - 2021-09-29 22:42:47,61.526
2021-09-29 22:42:47 - 2021-09-29 22:42:50,59.482
2021-09-29 22:43:06 - 2021-09-29 22:53:59,60.844
2021-09-29 22:55:19 - 2021-09-29 22:57:57,55.259
2021-09-29 22:58:47 - 2021-09-29 22:58:59,51.061
2021-09-29 22:58:59 - 2021-09-29 22:59:02,51.804
2021-09-29 22:59:41 - 2021-09-29 23:01:16,43.737
2021-09-29 23:02:24 - 2021-09-29 23:02:57,57.489
2021-09-29 23:02:57 - 2021-09-29 23:05:15,62.063
2021-09-29 23:05:16 - 2021-09-29 23:07:11,63.177
2021-09-29 23:08:22 - 2021-09-29 23:08:25,30.240
2021-09-29 23:09:04 - 2021-09-29 23:12:31,63.533
2021-09-29 23:12:31 - 2021-09-29 23:13:25,64.603
2021-09-29 23:13:25 - 2021-09-29 23:13:28,64.427
2021-09-29 23:13:28 - 2021-09-29 23:13:52,63.759
2021-09-29 23:13:52 - 2021-09-29 23:14:55,65.753
2021-09-29 23:14:55 - 2021-09-29 23:15:23,65.684
2021-09-29 23:15:48 - 2021-09-29 23:19:20,50.287
2021-09-29 23:19:20 - 2021-09-29 23:19:32,51.364
2021-09-29 23:19:32 - 2021-09-29 23:19:56,51.907
2021-09-29 23:19:56 - 2021-09-29 23:22:29,47.501
2021-09-29 23:34:01 - 2021-09-29 23:34:05,23.604
2021-09-29 23:56:23 - 2021-09-29 23:56:26,31.207
2021-09-29 23:56:36 - 2021-09-30 00:05:15,71.466
2021-09-30 00:05:15 - 2021-09-30 00:06:00,73.432
2021-09-30 00:06:00 - 2021-09-30 00:11:46,75.236
2021-09-30 00:11:46 - 2021-09-30 00:12:34,60.085
2021-09-30 00:12:34 - 2021-09-30 00:13:26,67.395
2021-09-30 00:13:26 - 2021-09-30 00:13:35,69.723
2021-09-30 00:13:35 - 2021-09-30 00:14:41,73.057
2021-09-30 00:14:41 - 2021-09-30 00:14:53,73.431
2021-09-30 00:14:53 - 2021-09-30 00:15:50,69.992
2021-09-30 00:15:50 - 2021-09-30 00:16:23,74.502
2021-09-30 00:16:23 - 2021-09-30 00:20:15,78.619
2021-09-30 00:20:15 - 2021-09-30 00:21:15,80.637
2021-09-30 00:21:15 - 2021-09-30 00:23:21,77.135
2021-09-30 00:23:21 - 2021-09-30 00:26:47,52.492
2021-09-30 00:27:15 - 2021-09-30 00:27:34,57.783
2021-09-30 00:27:37 - 2021-09-30 00:56:12,52.657
2021-09-30 08:07:51 - 2021-09-30 08:11:52,69.713
2021-09-30 08:12:04 - 2021-09-30 08:37:48,56.434
2021-09-30 08:37:48 - 2021-09-30 09:07:46,58.619
2021-09-30 09:07:46 - 2021-09-30 09:08:40,60.758
2021-09-30 09:21:46 - 2021-09-30 09:25:06,71.083
2021-09-30 09:25:06 - 2021-09-30 09:25:51,72.921
2021-09-30 09:25:51 - 2021-09-30 09:32:52,71.695
2021-09-30 09:32:52 - 2021-09-30 09:32:55,71.903
2021-09-30 09:32:55 - 2021-09-30 09:45:12,67.179
2021-09-30 09:45:12 - 2021-09-30 09:45:33,69.462
2021-09-30 09:45:33 - 2021-09-30 09:45:52,70.395
2021-09-30 10:45:09 - 2021-09-30 10:50:38,69.051
2021-09-30 11:12:08 - 2021-09-30 11:16:43,79.071
2021-09-30 11:16:43 - 2021-09-30 11:24:35,102.740
2021-09-30 11:24:35 - 2021-09-30 11:25:47,102.093
2021-09-30 11:25:47 - 2021-09-30 11:26:02,105.135
2021-09-30 11:26:02 - 2021-09-30 11:26:33,104.051
2021-09-30 11:26:33 - 2021-09-30 11:28:41,103.406
2021-09-30 11:28:41 - 2021-09-30 11:29:11,101.852
2021-09-30 11:29:11 - 2021-09-30 11:32:31,103.785
2021-09-30 11:32:31 - 2021-09-30 11:33:16,95.786
2021-09-30 11:33:16 - 2021-09-30 11:33:25,101.968
2021-09-30 11:33:25 - 2021-09-30 11:33:28,101.930
2021-09-30 11:33:29 - 2021-09-30 11:46:08,96.089
2021-09-30 11:46:30 - 2021-09-30 11:48:40,70.275
2021-09-30 13:34:24 - 2021-09-30 13:38:34,70.491
2021-09-30 13:38:34 - 2021-09-30 13:38:40,71.549
2021-09-30 13:38:40 - 2021-09-30 13:41:07,70.339
2021-09-30 13:41:07 - 2021-09-30 13:41:13,70.436
2021-09-30 13:41:13 - 2021-09-30 13:42:55,69.200
2021-09-30 17:30:41 - 2021-09-30 17:45:35,70.075
2021-09-30 17:53:46 - 2021-09-30 18:03:49,58.310
2021-09-30 18:04:22 - 2021-09-30 18:04:23,31.520
2021-09-30 18:05:05 - 2021-09-30 18:07:44,54.303
2021-09-30 18:07:44 - 2021-09-30 18:08:26,52.953
2021-09-30 18:08:26 - 2021-09-30 18:13:28,55.811
2021-09-30 18:17:21 - 2021-09-30 18:17:32,58.983
2021-09-30 18:17:33 - 2021-09-30 18:17:34,46.852
2021-09-30 18:17:35 - 2021-09-30 18:17:36,58.561
2021-09-30 18:17:37 - 2021-09-30 18:17:40,58.770
2021-09-30 18:17:40 - 2021-09-30 18:17:43,58.459
2021-09-30 18:17:44 - 2021-09-30 18:17:58,59.016
2021-09-30 18:17:58 - 2021-09-30 18:17:59,0.000
2021-09-30 18:18:02 - 2021-09-30 18:18:05,7.215
2021-09-30 18:18:05 - 2021-09-30 18:18:12,7.143
2021-09-30 20:56:37 - 2021-09-30 20:56:58,53.725
2021-09-30 20:56:58 - 2021-09-30 20:57:58,71.375
2021-09-30 20:57:58 - 2021-09-30 20:58:01,60.781
2021-09-30 20:58:01 - 2021-09-30 20:58:07,71.287
2021-09-30 20:58:07 - 2021-09-30 21:03:26,74.495
2021-09-30 21:03:26 - 2021-09-30 21:03:32,74.731
2021-09-30 21:03:32 - 2021-09-30 21:05:18,74.372
2021-09-30 21:05:29,0.000
2021-09-30 21:08:21 - 2021-09-30 21:08:27,73.272
2021-09-30 21:08:27 - 2021-09-30 21:08:36,73.700
2021-09-30 21:08:36 - 2021-09-30 21:10:07,74.511
2021-09-30 21:10:07 - 2021-09-30 21:10:10,75.742
2021-09-30 21:10:10 - 2021-09-30 21:10:22,67.726
2021-09-30 21:10:22 - 2021-09-30 21:10:26,72.556
2021-09-30 21:10:27 - 2021-09-30 21:10:29,70.075
2021-09-30 21:10:30 - 2021-09-30 21:10:36,73.663
2021-09-30 21:10:36 - 2021-09-30 21:11:15,74.198
2021-09-30 21:11:15 - 2021-09-30 21:11:39,70.628
2021-09-30 21:11:39 - 2021-09-30 21:13:10,75.410
2021-09-30 21:31:28 - 2021-09-30 21:33:02,41.236
2021-09-30 21:35:58 - 2021-09-30 21:36:01,70.038
2021-09-30 21:36:04 - 2021-09-30 21:36:06,58.542
2021-09-30 22:41:33,57.632
2021-09-30 22:41:35 - 2021-09-30 22:42:16,63.425
2021-09-30 22:43:47,0.000
